"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"twHJyFgUSd7wzioKQjE7Jw","45 Mercer St","Italian","{""latitude"":{""N"":""40.72161""},""longitude"":{""N"":""-74.00127""}}","2021-10-12 15:28:42","Galli","4","4","10013"
"WIhm0W9197f_rRtDziq5qQ","32 Spring St","Italian","{""latitude"":{""N"":""40.7215934960083""},""longitude"":{""N"":""-73.9955956044561""}}","2021-10-12 15:30:48","Lombardi's Pizza","4","4","10012"
"RXCCofQw1EjTcSN0ZeXfRA","309 E 5th St","Italian","{""latitude"":{""N"":""40.726673363853""},""longitude"":{""N"":""-73.9880919456482""}}","2021-10-12 15:29:43","Risotteria Melotti NYC","4.5","4.5","10003"
"hdiuRS9sVZSMReZm4oV5SA","35 W 13th St","Italian","{""latitude"":{""N"":""40.736218""},""longitude"":{""N"":""-73.99597""}}","2021-10-12 15:28:41","Da Andrea","4","4","10011"
"5ZEFbq_AQV5VQFG2JKYzlA","27 E 21st St","Italian","{""latitude"":{""N"":""40.7394209879325""},""longitude"":{""N"":""-73.9885425567627""}}","2021-10-12 15:31:15","Giorgio's of Gramercy","4","4","10010"
"Ve6GVzzJpR5QIIPdcn6ViQ","352 W 39th St","Italian","{""latitude"":{""N"":""40.75619""},""longitude"":{""N"":""-73.9937""}}","2021-10-12 15:28:41","Mercato","4","4","10018"
"9iC39Z1YjZKbrrCANgzBXg","456 9th Ave","Italian","{""latitude"":{""N"":""40.754296""},""longitude"":{""N"":""-73.995498""}}","2021-10-12 15:30:48","Sergimmo Salumeria","4","4","10018"
"raqwXUBlnc0e8c7CYmxEJQ","88 Madison Ave","Italian","{""latitude"":{""N"":""40.744509""},""longitude"":{""N"":""-73.9856""}}","2021-10-12 15:28:41","Scarpetta","4","4","10016"
"oRdM7n-AfBPBGAlH4Q0Sag","690 Lexington Ave","Italian","{""latitude"":{""N"":""40.7608512""},""longitude"":{""N"":""-73.9694809""}}","2021-10-12 15:28:42","My Pie Pizzeria Romana","4.5","4.5","10022"
"TzVVPWK_4dhdSEpNqZwIhQ","143 East 49 St","Italian","{""latitude"":{""N"":""40.7556957079225""},""longitude"":{""N"":""-73.9717184007168""}}","2021-10-12 15:28:41","Toscana 49","4","4","10017"
"4bHtiA1md69LDag55kv8lg","245 Park Ave S","Italian","{""latitude"":{""N"":""40.737985""},""longitude"":{""N"":""-73.987703""}}","2021-10-12 15:30:47","Isabelle's Osteria","4","4","10003"
"HiNUBUR1hFwScd_OvVLQAg","1133 Broadway","Italian","{""latitude"":{""N"":""40.74358""},""longitude"":{""N"":""-73.9892""}}","2021-10-12 15:28:42","La Pecora Bianca","4","4","10010"
"TZto7AjdA337XIw66AOpUw","201 E 61st St","Italian","{""latitude"":{""N"":""40.7627823203802""},""longitude"":{""N"":""-73.9654829353094""}}","2021-10-12 15:29:43","Scalinatella Restaurant","4","4","10065"
"kQuTJxm0KAX1AsS46vhC_g","113 Horatio St","Italian","{""latitude"":{""N"":""40.73885""},""longitude"":{""N"":""-74.00932""}}","2021-10-12 15:30:48","Barbuto","4.5","4.5","10014"
"RHx6U4QoFgU6PgddbHM0sQ","36-21 Review Ave","Italian","{""latitude"":{""N"":""40.733917104946755""},""longitude"":{""N"":""-73.93735297083491""}}","2021-10-12 15:30:48","Geena’s Cucina","4.5","4.5","11101"
"dIyKvfhjtm3NuKrMVVt0TA","621 Amsterdam Ave","Italian","{""latitude"":{""N"":""40.790362""},""longitude"":{""N"":""-73.972629""}}","2021-10-12 15:30:12","Lucciola Italian Restaurant","4.5","4.5","10024"
"Tp3MF3DNXuW41A10PQ2nFw","115 E 60th St","Italian","{""latitude"":{""N"":""40.7633557384716""},""longitude"":{""N"":""-73.9686296877489""}}","2021-10-12 15:30:14","Amali","4","4","10022"
"QObHX0yR6zd0WfksRDbJTA","355 W 46th St","Italian","{""latitude"":{""N"":""40.76083""},""longitude"":{""N"":""-73.98981""}}","2021-10-12 15:29:45","Becco","3.5","3.5","10036"
"tJxAlyeT5PRbUIyJ2wsv-A","32 Withers St","Italian","{""latitude"":{""N"":""40.716579""},""longitude"":{""N"":""-73.951174""}}","2021-10-12 15:30:48","Bamonte's","4","4","11211"
"fFIQ8Rx4x1Z34kFJcmlVzQ","1479 York Ave","Italian","{""latitude"":{""N"":""40.77095763153376""},""longitude"":{""N"":""-73.95095177321691""}}","2021-10-12 15:29:43","Cacio E Pepe","4.5","4.5","10075"
"yB4ziqFM_7V8JxJas7CHfA","4 W 28th St","Italian","{""latitude"":{""N"":""40.7447371960713""},""longitude"":{""N"":""-73.9880339428782""}}","2021-10-12 15:29:43","Ulivo","4","4","10001"
"Z67mgMkN3RfdPEX5mXsyYA","351 Broome St","Italian","{""latitude"":{""N"":""40.7196979""},""longitude"":{""N"":""-73.9951175""}}","2021-10-12 15:30:13","Piacere","4","4","10013"
"HpxYBu1ARzOGvuUcLJe54g","402 W 54th St","Italian","{""latitude"":{""N"":""40.7661""},""longitude"":{""N"":""-73.98763""}}","2021-10-12 15:28:41","Giardino 54","4.5","4.5","10019"
"GjEE8vvjqb7eeHA3BGNxAw","214 E 49th St","Italian","{""latitude"":{""N"":""40.75481""},""longitude"":{""N"":""-73.97059""}}","2021-10-12 15:28:41","Barolo East","4.5","4.5","10017"
"s5nPO911cYB2chdwqSqT9g","184 Kent Ave","Italian","{""latitude"":{""N"":""40.718468787527""},""longitude"":{""N"":""-73.9639185527139""}}","2021-10-12 15:30:47","La Nonna Ristorante & Bar","4","4","11249"
"R3gSQGB3aEmVpwbKIgOPqg","214 E 52nd St","Italian","{""latitude"":{""N"":""40.75667""},""longitude"":{""N"":""-73.96912""}}","2021-10-12 15:28:41","Fabio Cucina Italiana","4.5","4.5","10022"
"JyXn_GCGM2DsNYIzgzQrDw","129 Mulberry St","Italian","{""latitude"":{""N"":""40.71832""},""longitude"":{""N"":""-73.99794""}}","2021-10-12 15:31:15","Da Gennaro","4","4","10013"
"OLa3-KQO9rHjswo55E3Jgg","7831 Bergenline Ave","Italian","{""latitude"":{""N"":""40.80174""},""longitude"":{""N"":""-74.00698""}}","2021-10-12 15:30:48","Trattoria La Sorrentina","4.5","4.5","07047"
"a4WZUTKn90dOkeY38JHNjQ","70 Grand St","Italian","{""latitude"":{""N"":""40.715621""},""longitude"":{""N"":""-73.964757""}}","2021-10-12 15:29:44","Aurora","4","4","11249"
"WHX90qTIuHdWHWDY5g9COw","1319 Washington St","Italian","{""latitude"":{""N"":""40.75297""},""longitude"":{""N"":""-74.02582""}}","2021-10-12 15:30:48","Apulia","4","4","07030"
"rZ9OFoSqy8u4WECfh--ylg","29 E 29th St","Italian","{""latitude"":{""N"":""40.7445882""},""longitude"":{""N"":""-73.9847936""}}","2021-10-12 15:30:13","Marta","4","4","10016"
"RfxOtJ4SQmEeVX_XjFLWUQ","18 Harrison Pl","Italian","{""latitude"":{""N"":""40.706011""},""longitude"":{""N"":""-73.932598""}}","2021-10-12 15:30:48","Otis","5","5","11206"
"z7H9ApIGopnDnQaglnPTzg","145 E 47th St","Italian","{""latitude"":{""N"":""40.75433""},""longitude"":{""N"":""-73.97277""}}","2021-10-12 15:29:43","Allora Ristorante","4.5","4.5","10017"
"nHMDOIX32dGbfpuNUwsLNQ","111 Front St","Italian","{""latitude"":{""N"":""40.702662""},""longitude"":{""N"":""-73.989177""}}","2021-10-12 15:31:15","AlMar","4","4","11201"
"LdWyeeV8DuYINKVTghFwrg","208 E 60th St","Italian","{""latitude"":{""N"":""40.76174""},""longitude"":{""N"":""-73.96569""}}","2021-10-12 15:30:48","Canaletto Restaurant","4","4","10022"
"6n7D4amt9vEruR73tt3S9w","1900 Broadway","Italian","{""latitude"":{""N"":""40.77134""},""longitude"":{""N"":""-73.9819051""}}","2021-10-12 15:31:16","Cafe Fiorello","3.5","3.5","10023"
"26M6nFVuA4bvhU0TBZOuLg","300 E 52nd St","Italian","{""latitude"":{""N"":""40.7558717456695""},""longitude"":{""N"":""-73.9673550550069""}}","2021-10-12 15:30:48","Pierre Loti Midtown","4.5","4.5","10022"
"H5bhfR5sL0I2w1csjI1uMA","1-50 50th Ave","Italian","{""latitude"":{""N"":""40.7436007833582""},""longitude"":{""N"":""-73.9592005922477""}}","2021-10-12 15:30:48","Piatto","4","4","11101"
"vjubSxmdG_HoBBgd39geBw","39 W 46th St","Italian","{""latitude"":{""N"":""40.7569159""},""longitude"":{""N"":""-73.980516""}}","2021-10-12 15:28:41","Nino's 46","4","4","10036"
"wOq-Jt26jnFf_rhF4r5D6w","30 W 18th St","Italian","{""latitude"":{""N"":""40.73902""},""longitude"":{""N"":""-73.99358""}}","2021-10-12 15:30:48","Scampi","4","4","10011"
