"business_id","address","categories","coordinates","insertedAtTimestamp","name","number_of_reviews","rating","zip_code"
"fMGAT-lT4XEYKKck5R915w","84-02 Northern Blvd","Brazilian","{""latitude"":{""N"":""40.7555""},""longitude"":{""N"":""-73.88315""}}","2021-10-12 16:10:15","Pio Pio 2","3.5","3.5","11372"
"inP3Ca1x9LYZpp4QP0d6vg","1 Radisson Plz","Brazilian","{""latitude"":{""N"":""40.91383187258055""},""longitude"":{""N"":""-73.77781837272468""}}","2021-10-12 16:10:16","NoMa Social","3.5","3.5","10801"
"3vBVnzsJLRh8WtW3awKxeQ","573 Columbus Ave","Brazilian","{""latitude"":{""N"":""40.7875358759796""},""longitude"":{""N"":""-73.9711353555322""}}","2021-10-12 16:10:06","Bodega 88","4.5","4.5","10024"
"35dHIG4P0EwiHF2btw0unQ","25 Cleveland Pl","Brazilian","{""latitude"":{""N"":""40.72185""},""longitude"":{""N"":""-73.99713""}}","2021-10-12 16:10:15","Areppas Soho","4","4","10012"
"0jT5rHUoc_N10zX7w1o_og","107-02 70th Rd","Brazilian","{""latitude"":{""N"":""40.720731""},""longitude"":{""N"":""-73.845597""}}","2021-10-12 16:10:22","Aged Restaurant and Bar","3","3","11375"
"TGT4gPmF4Elwm2QdcClkMA","147 Kearny Ave","Brazilian","{""latitude"":{""N"":""40.75711""},""longitude"":{""N"":""-74.15415""}}","2021-10-12 16:10:22","Wow Cafe & Restaurant","5","5","07032"
"gEEqoeSekTOjRVmyY4fplA","107-10 70th Rd","Brazilian","{""latitude"":{""N"":""40.7208678329074""},""longitude"":{""N"":""-73.8456881046295""}}","2021-10-12 16:10:06","Cabana","4","4","11375"
"mlGfXoxc8cEss8Yms6VrXg","354 Metropolitan Ave","Brazilian","{""latitude"":{""N"":""40.714066""},""longitude"":{""N"":""-73.956327""}}","2021-10-12 16:10:05","Fette Sau","4","4","11211"
"KVAq9pPpngkuKk2YJRgDVw","203 Washington St","Brazilian","{""latitude"":{""N"":""40.738863428563555""},""longitude"":{""N"":""-74.03026140561042""}}","2021-10-12 16:10:16","Acai Ya Later","4","4","07030"
"mhVTnOTPxmRrBb4n-yFlkA","147 Anderson Ave","Brazilian","{""latitude"":{""N"":""40.8142""},""longitude"":{""N"":""-73.99761""}}","2021-10-12 16:10:06","Brasil & Brazil Restaurant","4","4","07022"
"ZGgQqsas6emR46B-wJMWiw","130 Newark Ave","Brazilian","{""latitude"":{""N"":""40.720311""},""longitude"":{""N"":""-74.043179""}}","2021-10-12 16:10:06","Tamborim Bar & Grill","4","4","07302"
"gbKPnTbdLqqpro-jTYKvBA","370 Lewis Ave","Brazilian","{""latitude"":{""N"":""40.68293""},""longitude"":{""N"":""-73.93533""}}","2021-10-12 16:10:06","Brooklyn Beso Restaurant & Bar","3","3","11233"
"QPflYYZx3nt_AmZMDgssyg","686 Bergen Ave","Brazilian","{""latitude"":{""N"":""40.723461""},""longitude"":{""N"":""-74.070194""}}","2021-10-12 16:10:11","Carvao BBQ","3.5","3.5","07304"
"FNIJejLUqeqYjW1lqYO5hw","239 Marin Blvd","Brazilian","{""latitude"":{""N"":""40.71628""},""longitude"":{""N"":""-74.04281""}}","2021-10-12 16:10:11","Edward's Steak House","4","4","07302"
"WqjqHMozyW42XLTtLnKGag","623 9th Ave","Brazilian","{""latitude"":{""N"":""40.7599217""},""longitude"":{""N"":""-73.991841""}}","2021-10-12 16:09:59","La Pulperia Hell's Kitchen","4","4","10036"
"ndEI24nqwgaHg7yb03BOdg","217 Main St","Brazilian","{""latitude"":{""N"":""40.852061""},""longitude"":{""N"":""-74.041974""}}","2021-10-12 16:10:06","Segovia Steak & Seafood","4","4","07643"
"1ozuYD1HTa4u2F_NR9uUJg","186 Ave A","Brazilian","{""latitude"":{""N"":""40.72886""},""longitude"":{""N"":""-73.9813""}}","2021-10-12 16:09:59","Gomi Korean Wine Bar","4.5","4.5","10009"
"n9m1JjEzIskjcP8RPBymkg","67 Ferry St","Brazilian","{""latitude"":{""N"":""40.7317472135387""},""longitude"":{""N"":""-74.1626060783011""}}","2021-10-12 16:10:21","Iberia Peninsula","3","3","07105"
"eKouWOwkXrHG02OUysCq9A","64 Fulton St","Brazilian","{""latitude"":{""N"":""40.70883""},""longitude"":{""N"":""-74.00531""}}","2021-10-12 16:10:16","Ruben's Empanadas","3","3","10038"
"6xL5htjdKmPmM-Y9A2n2Pg","548 Court St","Brazilian","{""latitude"":{""N"":""40.67509""},""longitude"":{""N"":""-73.99956""}}","2021-10-12 16:09:58","Santo Bruklin","4.5","4.5","11231"
"tCoC4QReUsoZKZvc1Ni5DA","87 Madison St","Brazilian","{""latitude"":{""N"":""40.72991""},""longitude"":{""N"":""-74.16067""}}","2021-10-12 16:10:21","Seabra Marisqueira","3.5","3.5","07105"
"BxnrBKdLwdaEXyq97uxgKg","2126 2nd Ave","Brazilian","{""latitude"":{""N"":""40.79271""},""longitude"":{""N"":""-73.94069""}}","2021-10-12 16:10:05","Cascalote Latin Bistro","4.5","4.5","10029"
